Membership No	Year	Bundle Name	On Trial	Trial Expiration Date	Amount
1051516	2015	BLOOD-ARCHIVE-ONLY	N		750
1051516	2016	BLOOD-ARCHIVE-ONLY	N		750
1052076	2013	ASH-ALL	N		1500
1052076	2014	ASH-ALL	N		1500
1052076	2015	ASH-ALL	N		1500
1052076	2016	ASH-ALL	N		1500
306045	2013	ASH-ALL	N		1500
306045	2014	ASH-ALL	N		1500
306045	2015	ASH-ALL	N		1500
306045	2016	ASH-ALL	N		1500
148148	2013	ASH-ALL	N		1500
148148	2014	ASH-ALL	N		1500
148148	2015	ASH-ALL	N		1500
148148	2016	ASH-ALL	N		1500
1047680	2013	ASH-ALL	N		1500
1047680	2014	ASH-ALL	N		1500
1047680	2015	ASH-ALL	N		1500
1047680	2016	ASH-ALL	N		1500
1068247	2013	BLOOD-ONLY	N		1100
1068247	2014	BLOOD-ONLY	N		1100
1068247	2015	BLOOD-ONLY	N		1100
1068247	2016	BLOOD-ONLY	N		1100
1048235	2014	BLOOD-ARCHIVE-ONLY	N		750
1048235	2015	BLOOD-ARCHIVE-ONLY	N		750
1048235	2016	BLOOD-ARCHIVE-ONLY	N		750
153884	2013	ASH-ALL	N		1500
153884	2014	ASH-ALL	N		1500
153884	2015	ASH-ALL	N		1500
153884	2016	ASH-ALL	N		1500
1048901	2013	BLOOD-ARCHIVE-ONLY	N		750
1048901	2014	BLOOD-ARCHIVE-ONLY	N		750
1048901	2015	BLOOD-ARCHIVE-ONLY	N		750
1048901	2016	BLOOD-ARCHIVE-ONLY	N		750
1088945	2013	BLOOD-ARCHIVE-ONLY	N		750
1088945	2014	BLOOD-ARCHIVE-ONLY	N		750
1088945	2015	BLOOD-ARCHIVE-ONLY	N		750
1088945	2016	BLOOD-ARCHIVE-ONLY	N		750
145434	2013	BLOOD-ARCHIVE-ONLY	N		750
145434	2014	BLOOD-ARCHIVE-ONLY	N		750
145434	2015	BLOOD-ARCHIVE-ONLY	N		750
145434	2016	BLOOD-ARCHIVE-ONLY	N		750
1046298	2013	BLOOD-ONLY	N		1100
1046298	2014	BLOOD-ONLY	N		1100
1046298	2015	BLOOD-ONLY	N		1100
1046298	2016	BLOOD-ONLY	N		1100
121491	2013	BLOOD-ONLY	N		1100
121491	2014	BLOOD-ONLY	N		1100
121491	2015	BLOOD-ONLY	N		1100
121491	2016	BLOOD-ONLY	N		1100
1051708	2013	BLOOD-ARCHIVE-ONLY	N		750
1051708	2014	BLOOD-ARCHIVE-ONLY	N		750
1051708	2015	BLOOD-ARCHIVE-ONLY	N		750
1051708	2016	BLOOD-ARCHIVE-ONLY	N		750
1189984	2013	BLOOD-ONLY	N		1100
1189984	2014	BLOOD-ONLY	N		1100
1189984	2015	BLOOD-ONLY	N		1100
1189984	2016	BLOOD-ONLY	N		1100
1047712	2013	BLOOD-ARCHIVE-ONLY	N		750
1047712	2014	BLOOD-ARCHIVE-ONLY	N		750
1047712	2015	BLOOD-ARCHIVE-ONLY	N		750
1047712	2016	BLOOD-ARCHIVE-ONLY	N		750
1050308	2013	BLOOD-ARCHIVE-ONLY	N		750
1050308	2014	BLOOD-ARCHIVE-ONLY	N		750
1050308	2015	BLOOD-ARCHIVE-ONLY	N		750
1050308	2016	BLOOD-ARCHIVE-ONLY	N		750
1050918	2013	BLOOD-ONLY	N		1100
1050918	2014	BLOOD-ONLY	N		1100
1050918	2015	BLOOD-ONLY	N		1100
1050918	2016	BLOOD-ONLY	N		1100
1121729	2014	ASH-ALL	N		1500
1121729	2015	ASH-ALL	N		1500
1121729	2016	ASH-ALL	N		1500
1052023	2013	BLOOD-ONLY	N		1100
1052023	2014	BLOOD-ONLY	N		1100
1052023	2015	BLOOD-ONLY	N		1100
1052023	2016	BLOOD-ONLY	N		1100
152327	2013	ASH-ALL	N		1500
152327	2014	ASH-ALL	N		1500
152327	2015	ASH-ALL	N		1500
152327	2016	ASH-ALL	N		1500
1050056	2013	ASH-ALL	N		1500
1050056	2014	ASH-ALL	N		1500
1050056	2015	ASH-ALL	N		1500
1050056	2016	ASH-ALL	N		1500
508094	2013	BLOOD-ONLY	N		1100
508094	2014	BLOOD-ONLY	N		1100
508094	2015	BLOOD-ONLY	N		1100
508094	2016	BLOOD-ONLY	N		1100
1050538	2013	BLOOD-ONLY	N		1100
1050538	2014	BLOOD-ONLY	N		1100
1050538	2015	BLOOD-ONLY	N		1100
1050538	2016	BLOOD-ONLY	N		1100
1080222	2013	ASH-ALL	N		1500
1080222	2014	ASH-ALL	N		1500
1080222	2015	ASH-ALL	N		1500
1080222	2016	ASH-ALL	N		1500
1125968	2013	BLOOD-ONLY	N		1100
1125968	2014	BLOOD-ONLY	N		1100
1125968	2015	BLOOD-ONLY	N		1100
1125968	2016	BLOOD-ONLY	N		1100
1051442	2013	ASH-ALL	N		1500
1051442	2014	ASH-ALL	N		1500
1051442	2015	ASH-ALL	N		1500
1051442	2016	ASH-ALL	N		1500
1051645	2013	BLOOD-ONLY	N		1100
1051645	2014	BLOOD-ONLY	N		1100
1051645	2015	BLOOD-ONLY	N		1100
1051645	2016	BLOOD-ONLY	N		1100
1049286	2013	ASH-ALL	N		1500
1049286	2014	ASH-ALL	N		1500
1049286	2015	ASH-ALL	N		1500
1049286	2016	ASH-ALL	N		1500
508979	2013	BLOOD-ONLY	N		1100
508979	2014	BLOOD-ONLY	N		1100
508979	2015	BLOOD-ONLY	N		1100
508979	2016	BLOOD-ONLY	N		1100
1049394	2013	ASH-ALL	N		1500
1049394	2014	ASH-ALL	N		1500
1049394	2015	ASH-ALL	N		1500
1049394	2016	ASH-ALL	N		1500
1087860	2013	ASH-ALL	N		1500
1087860	2014	ASH-ALL	N		1500
1087860	2015	ASH-ALL	N		1500
1087860	2016	ASH-ALL	N		1500
1047511	2013	BLOOD-ARCHIVE-ONLY	N		750
1047511	2014	BLOOD-ARCHIVE-ONLY	N		750
1047511	2015	BLOOD-ARCHIVE-ONLY	N		750
1047511	2016	BLOOD-ARCHIVE-ONLY	N		750
1052241	2013	BLOOD-ONLY	N		1100
1052241	2014	BLOOD-ONLY	N		1100
1052241	2015	BLOOD-ONLY	N		1100
1052241	2016	BLOOD-ONLY	N		1100
458575	2013	ASH-ALL	N		1500
458575	2014	ASH-ALL	N		1500
458575	2015	ASH-ALL	N		1500
458575	2016	ASH-ALL	N		1500
1051704	2013	BLOOD-ONLY	N		1100
1051704	2014	BLOOD-ONLY	N		1100
1051704	2015	BLOOD-ONLY	N		1100
1051704	2016	BLOOD-ONLY	N		1100
1052164	2013	BLOOD-ARCHIVE-ONLY	N		750
1052164	2014	BLOOD-ARCHIVE-ONLY	N		750
1052164	2015	BLOOD-ARCHIVE-ONLY	N		750
1052164	2016	BLOOD-ARCHIVE-ONLY	N		750
1079785	2013	BLOOD-ARCHIVE-ONLY	N		750
1079785	2014	BLOOD-ARCHIVE-ONLY	N		750
1079785	2015	BLOOD-ARCHIVE-ONLY	N		750
1079785	2016	BLOOD-ARCHIVE-ONLY	N		750
1047819	2013	ASH-ALL	N		1500
1047819	2014	ASH-ALL	N		1500
1047819	2015	ASH-ALL	N		1500
1047819	2016	ASH-ALL	N		1500
1050148	2013	BLOOD-ONLY	N		1100
1050148	2014	BLOOD-ONLY	N		1100
1050148	2015	BLOOD-ONLY	N		1100
1050148	2016	BLOOD-ONLY	N		1100
1058298	2013	BLOOD-ONLY	N		1100
1058298	2014	BLOOD-ONLY	N		1100
1058298	2015	BLOOD-ONLY	N		1100
1058298	2016	BLOOD-ONLY	N		1100
1046349	2013	BLOOD-ONLY	N		1100
1046349	2014	BLOOD-ONLY	N		1100
1046349	2015	BLOOD-ONLY	N		1100
1046349	2016	BLOOD-ONLY	N		1100
418355	2013	BLOOD-ARCHIVE-ONLY	N		750
418355	2014	BLOOD-ARCHIVE-ONLY	N		750
418355	2015	BLOOD-ARCHIVE-ONLY	N		750
418355	2016	BLOOD-ARCHIVE-ONLY	N		750
372491	2013	BLOOD-ONLY	N		1100
372491	2014	BLOOD-ONLY	N		1100
372491	2015	BLOOD-ONLY	N		1100
372491	2016	BLOOD-ONLY	N		1100
1050590	2013	BLOOD-ARCHIVE-ONLY	N		750
1050590	2014	BLOOD-ARCHIVE-ONLY	N		750
1050590	2015	BLOOD-ARCHIVE-ONLY	N		750
1050590	2016	ASH-ALL	N		1500
1049199	2013	BLOOD-ARCHIVE-ONLY	N		750
1049199	2014	BLOOD-ARCHIVE-ONLY	N		750
1049199	2015	BLOOD-ARCHIVE-ONLY	N		750
1049199	2016	BLOOD-ARCHIVE-ONLY	N		750
1051712	2013	BLOOD-ONLY	N		1100
1051712	2014	BLOOD-ONLY	N		1100
1051712	2015	BLOOD-ONLY	N		1100
1051712	2016	BLOOD-ONLY	N		1100
1055783	2013	BLOOD-ONLY	N		1100
1055783	2014	BLOOD-ONLY	N		1100
1055783	2015	BLOOD-ONLY	N		1100
1055783	2016	BLOOD-ONLY	N		1100
134744	2013	ASH-ALL	N		1500
134744	2014	ASH-ALL	N		1500
134744	2015	ASH-ALL	N		1500
134744	2016	ASH-ALL	N		1500
1046361	2013	BLOOD-ONLY	N		1100
1046361	2014	BLOOD-ONLY	N		1100
1046361	2015	BLOOD-ONLY	N		1100
1046361	2016	BLOOD-ONLY	N		1100
153818	2013	BLOOD-ARCHIVE-ONLY	N		750
153818	2014	BLOOD-ARCHIVE-ONLY	N		750
153818	2015	BLOOD-ARCHIVE-ONLY	N		750
153818	2016	BLOOD-ARCHIVE-ONLY	N		750
1048413	2013	ASH-ALL	N		1500
1048413	2014	ASH-ALL	N		1500
1048413	2015	ASH-ALL	N		1500
1048413	2016	ASH-ALL	N		1500
1048237	2013	ASH-ALL	N		1500
1048237	2014	ASH-ALL	N		1500
1048237	2015	ASH-ALL	N		1500
1048237	2016	ASH-ALL	N		1500
1058899	2013	ASH-ALL	N		1500
1058899	2014	ASH-ALL	N		1500
1058899	2015	ASH-ALL	N		1500
1058899	2016	ASH-ALL	N		1500
1049213	2013	ASH-ALL	N		1500
1049213	2014	ASH-ALL	N		1500
1049213	2015	ASH-ALL	N		1500
1049213	2016	ASH-ALL	N		1500
1051466	2013	BLOOD-ARCHIVE-ONLY	N		750
1051466	2014	BLOOD-ARCHIVE-ONLY	N		750
1051466	2015	BLOOD-ARCHIVE-ONLY	N		750
1051466	2016	BLOOD-ARCHIVE-ONLY	N		750
518043	2013	BLOOD-ARCHIVE-ONLY	N		750
518043	2014	BLOOD-ARCHIVE-ONLY	N		750
518043	2015	BLOOD-ARCHIVE-ONLY	N		750
518043	2016	BLOOD-ARCHIVE-ONLY	N		750
1112831	2013	ASH-ALL	N		1500
1112831	2014	ASH-ALL	N		1500
1112831	2015	ASH-ALL	N		1500
1112831	2016	ASH-ALL	N		1500
1050096	2013	BLOOD-ONLY	N		1100
1050096	2014	BLOOD-ONLY	N		1100
1050096	2015	BLOOD-ONLY	N		1100
1050096	2016	BLOOD-ONLY	N		1100
1050335	2013	BLOOD-ARCHIVE-ONLY	N		750
1050335	2014	BLOOD-ARCHIVE-ONLY	N		750
1050335	2015	BLOOD-ARCHIVE-ONLY	N		750
1050335	2016	BLOOD-ARCHIVE-ONLY	N		750
516412	2013	BLOOD-ONLY	N		1100
516412	2014	BLOOD-ONLY	N		1100
516412	2015	BLOOD-ONLY	N		1100
516412	2016	BLOOD-ONLY	N		1100
1050916	2013	BLOOD-ONLY	N		1100
1050916	2014	BLOOD-ONLY	N		1100
1050916	2015	BLOOD-ONLY	N		1100
1050916	2016	BLOOD-ONLY	N		1100
1051682	2013	ASH-ALL	N		1500
1051682	2014	ASH-ALL	N		1500
1051682	2015	ASH-ALL	N		1500
1051682	2016	ASH-ALL	N		1500
143392	2013	BLOOD-ONLY	N		1100
143392	2014	BLOOD-ONLY	N		1100
143392	2015	BLOOD-ONLY	N		1100
143392	2016	BLOOD-ONLY	N		1100
1048250	2013	BLOOD-ARCHIVE-ONLY	N		750
1048250	2014	BLOOD-ARCHIVE-ONLY	N		750
1048250	2015	BLOOD-ARCHIVE-ONLY	N		750
1048250	2016	BLOOD-ARCHIVE-ONLY	N		750
1050475	2013	ASH-ALL	N		1500
1050475	2014	ASH-ALL	N		1500
1050475	2015	ASH-ALL	N		1500
1050475	2016	ASH-ALL	N		1500
442269	2013	BLOOD-ARCHIVE-ONLY	N		750
442269	2014	BLOOD-ARCHIVE-ONLY	N		750
442269	2015	BLOOD-ARCHIVE-ONLY	N		750
442269	2016	BLOOD-ARCHIVE-ONLY	N		750
1051546	2013	ASH-ALL	N		1500
1051546	2014	ASH-ALL	N		1500
1051546	2015	ASH-ALL	N		1500
1051546	2016	ASH-ALL	N		1500
135408	2013	BLOOD-ARCHIVE-ONLY	N		750
135408	2014	BLOOD-ARCHIVE-ONLY	N		750
135408	2015	BLOOD-ARCHIVE-ONLY	N		750
135408	2016	BLOOD-ARCHIVE-ONLY	N		750
1050089	2013	BLOOD-ONLY	N		1100
1050089	2014	BLOOD-ONLY	N		1100
1050089	2015	BLOOD-ONLY	N		1100
1050089	2016	BLOOD-ONLY	N		1100
444865	2013	ASH-ALL	N		1500
444865	2014	ASH-ALL	N		1500
444865	2015	ASH-ALL	N		1500
444865	2016	ASH-ALL	N		1500
1049512	2013	BLOOD-ARCHIVE-ONLY	N		750
1049512	2014	BLOOD-ARCHIVE-ONLY	N		750
1049512	2015	BLOOD-ARCHIVE-ONLY	N		750
1049512	2016	BLOOD-ARCHIVE-ONLY	N		750
1062784	2013	BLOOD-ARCHIVE-ONLY	N		750
1062784	2014	BLOOD-ARCHIVE-ONLY	N		750
1062784	2015	BLOOD-ARCHIVE-ONLY	N		750
1062784	2016	BLOOD-ARCHIVE-ONLY	N		750
1048471	2013	ASH-ALL	N		1500
1048471	2014	ASH-ALL	N		1500
1048471	2015	ASH-ALL	N		1500
1048471	2016	ASH-ALL	N		1500
1052278	2013	ASH-ALL	N		1500
1052278	2014	ASH-ALL	N		1500
1052278	2015	ASH-ALL	N		1500
1052278	2016	ASH-ALL	N		1500
1028474	2013	ASH-ALL	N		1500
1028474	2014	ASH-ALL	N		1500
1028474	2015	ASH-ALL	N		1500
1028474	2016	ASH-ALL	N		1500
1051545	2013	BLOOD-ARCHIVE-ONLY	N		750
1051545	2014	BLOOD-ARCHIVE-ONLY	N		750
1051545	2015	BLOOD-ARCHIVE-ONLY	N		750
1051545	2016	BLOOD-ARCHIVE-ONLY	N		750
1049539	2013	BLOOD-ONLY	N		1100
1049539	2014	BLOOD-ONLY	N		1100
1049539	2015	BLOOD-ONLY	N		1100
1049539	2016	BLOOD-ONLY	N		1100
1051584	2013	BLOOD-ONLY	N		1100
1051584	2014	BLOOD-ONLY	N		1100
1051584	2015	BLOOD-ONLY	N		1100
1051584	2016	BLOOD-ONLY	N		1100
1051642	2013	BLOOD-ONLY	N		1100
1051642	2014	BLOOD-ONLY	N		1100
1051642	2015	BLOOD-ONLY	N		1100
1051642	2016	BLOOD-ONLY	N		1100
1049521	2013	ASH-ALL	N		1500
1049521	2014	ASH-ALL	N		1500
1049521	2015	ASH-ALL	N		1500
1049521	2016	ASH-ALL	N		1500
1050557	2013	BLOOD-ONLY	N		1100
1050557	2014	BLOOD-ONLY	N		1100
1050557	2015	BLOOD-ONLY	N		1100
1050557	2016	BLOOD-ONLY	N		1100
1051067	2013	ASH-ALL	N		1500
1051067	2014	ASH-ALL	N		1500
1051067	2015	ASH-ALL	N		1500
1051067	2016	ASH-ALL	N		1500
138246	2013	BLOOD-ONLY	N		1100
138246	2014	BLOOD-ONLY	N		1100
138246	2015	BLOOD-ONLY	N		1100
138246	2016	BLOOD-ONLY	N		1100
1052174	2013	ASH-ALL	N		1500
1052174	2014	ASH-ALL	N		1500
1052174	2015	ASH-ALL	N		1500
1052174	2016	ASH-ALL	N		1500
1050320	2013	BLOOD-ARCHIVE-ONLY	N		750
1050320	2014	BLOOD-ARCHIVE-ONLY	N		750
1050320	2015	BLOOD-ARCHIVE-ONLY	N		750
1050320	2016	BLOOD-ARCHIVE-ONLY	N		750
1050653	2013	BLOOD-ARCHIVE-ONLY	N		750
1050653	2014	BLOOD-ARCHIVE-ONLY	N		750
1050653	2015	BLOOD-ARCHIVE-ONLY	N		750
1050653	2016	BLOOD-ARCHIVE-ONLY	N		750
1051056	2013	BLOOD-ONLY	N		1100
1051056	2014	BLOOD-ONLY	N		1100
1051056	2015	BLOOD-ONLY	N		1100
1051056	2016	BLOOD-ONLY	N		1100
1060505	2013	BLOOD-ARCHIVE-ONLY	N		750
1060505	2014	BLOOD-ARCHIVE-ONLY	N		750
1060505	2015	BLOOD-ARCHIVE-ONLY	N		750
1060505	2016	BLOOD-ARCHIVE-ONLY	N		750
1051570	2013	ASH-ALL	N		1500
1051570	2014	ASH-ALL	N		1500
1051570	2015	ASH-ALL	N		1500
1051570	2016	ASH-ALL	N		1500
306411	2013	BLOOD-ONLY	N		1100
306411	2014	BLOOD-ONLY	N		1100
306411	2015	BLOOD-ONLY	N		1100
306411	2016	BLOOD-ONLY	N		1100
1046248	2013	BLOOD-ONLY	N		1100
1046248	2014	BLOOD-ONLY	N		1100
1046248	2015	BLOOD-ONLY	N		1100
1046248	2016	BLOOD-ONLY	N		1100
458597	2013	ASH-ALL	N		1500
458597	2014	ASH-ALL	N		1500
458597	2015	ASH-ALL	N		1500
458597	2016	ASH-ALL	N		1500
1050119	2013	BLOOD-ARCHIVE-ONLY	N		750
1050119	2014	BLOOD-ARCHIVE-ONLY	N		750
1050119	2015	BLOOD-ARCHIVE-ONLY	N		750
1050119	2016	BLOOD-ARCHIVE-ONLY	N		750
1051498	2013	BLOOD-ARCHIVE-ONLY	N		750
1051498	2014	BLOOD-ARCHIVE-ONLY	N		750
1051498	2015	BLOOD-ARCHIVE-ONLY	N		750
1051498	2016	ASH-ALL	N		1500
152859	2013	BLOOD-ARCHIVE-ONLY	N		750
152859	2014	BLOOD-ARCHIVE-ONLY	N		750
152859	2015	BLOOD-ARCHIVE-ONLY	N		750
152859	2016	BLOOD-ARCHIVE-ONLY	N		750
151437	2013	BLOOD-ARCHIVE-ONLY	N		750
151437	2014	BLOOD-ARCHIVE-ONLY	N		750
151437	2015	BLOOD-ARCHIVE-ONLY	N		750
151437	2016	BLOOD-ARCHIVE-ONLY	N		750
1050469	2013	BLOOD-ARCHIVE-ONLY	N		750
1050469	2014	BLOOD-ARCHIVE-ONLY	N		750
1050469	2015	BLOOD-ARCHIVE-ONLY	N		750
1050469	2016	BLOOD-ARCHIVE-ONLY	N		750
407315	2013	ASH-ALL	N		1500
407315	2014	ASH-ALL	N		1500
407315	2015	ASH-ALL	N		1500
407315	2016	ASH-ALL	N		1500
1050764	2013	BLOOD-ARCHIVE-ONLY	N		750
1050764	2014	BLOOD-ARCHIVE-ONLY	N		750
1050764	2015	BLOOD-ARCHIVE-ONLY	N		750
1050764	2016	BLOOD-ARCHIVE-ONLY	N		750
1048425	2013	BLOOD-ARCHIVE-ONLY	N		750
1048425	2014	BLOOD-ARCHIVE-ONLY	N		750
1048425	2015	BLOOD-ARCHIVE-ONLY	N		750
1048425	2016	BLOOD-ARCHIVE-ONLY	N		750
155405	2013	BLOOD-ONLY	N		1100
155405	2014	BLOOD-ONLY	N		1100
155405	2015	BLOOD-ONLY	N		1100
155405	2016	BLOOD-ONLY	N		1100
419926	2013	BLOOD-ONLY	N		1100
419926	2014	BLOOD-ONLY	N		1100
419926	2015	BLOOD-ONLY	N		1100
419926	2016	BLOOD-ONLY	N		1100
517980	2013	BLOOD-ONLY	N		1100
517980	2014	BLOOD-ONLY	N		1100
517980	2015	BLOOD-ONLY	N		1100
517980	2016	BLOOD-ONLY	N		1100
1047794	2013	BLOOD-ARCHIVE-ONLY	N		750
1047794	2014	BLOOD-ARCHIVE-ONLY	N		750
1047794	2015	BLOOD-ARCHIVE-ONLY	N		750
1047794	2016	BLOOD-ARCHIVE-ONLY	N		750
1048601	2013	BLOOD-ONLY	N		1100
1048601	2014	BLOOD-ONLY	N		1100
1048601	2015	BLOOD-ONLY	N		1100
1048601	2016	BLOOD-ONLY	N		1100
450631	2013	BLOOD-ONLY	N		1100
450631	2014	BLOOD-ONLY	N		1100
450631	2015	BLOOD-ONLY	N		1100
450631	2016	BLOOD-ONLY	N		1100
1356940	2016	ASH-ALL	N		1500
1046343	2014	ASH-ALL	N		1500
1046343	2015	ASH-ALL	N		1500
1046343	2016	ASH-ALL	N		1500
1255230	2014	ASH-ALL	N		1500
1255230	2015	ASH-ALL	N		1500
1255230	2016	ASH-ALL	N		1500
1050492	2013	BLOOD-ONLY	N		1100
1050492	2014	BLOOD-ONLY	N		1100
1050492	2015	BLOOD-ONLY	N		1100
1050492	2016	BLOOD-ONLY	N		1100
1237664	2014	BLOOD-ONLY	N		1100
1237664	2015	BLOOD-ONLY	N		1100
1237664	2016	BLOOD-ONLY	N		1100
1049804	2015	ASH-ALL	N		1500
1049804	2016	ASH-ALL	N		1500
1051327	2013	BLOOD-ARCHIVE-ONLY	N		750
1051327	2014	BLOOD-ARCHIVE-ONLY	N		750
1051327	2015	BLOOD-ARCHIVE-ONLY	N		750
1051327	2016	BLOOD-ARCHIVE-ONLY	N		750
1049447	2013	BLOOD-ARCHIVE-ONLY	N		750
1049447	2014	BLOOD-ARCHIVE-ONLY	N		750
1049447	2015	BLOOD-ARCHIVE-ONLY	N		750
1049447	2016	BLOOD-ARCHIVE-ONLY	N		750
449654	2013	BLOOD-ARCHIVE-ONLY	N		750
449654	2014	BLOOD-ARCHIVE-ONLY	N		750
449654	2015	BLOOD-ARCHIVE-ONLY	N		750
449654	2016	BLOOD-ARCHIVE-ONLY	N		750
1050376	2013	ASH-ALL	N		1500
1050376	2014	ASH-ALL	N		1500
1050376	2015	ASH-ALL	N		1500
1050376	2016	ASH-ALL	N		1500
273208	2013	BLOOD-ONLY	N		1100
273208	2014	BLOOD-ONLY	N		1100
273208	2015	BLOOD-ONLY	N		1100
273208	2016	BLOOD-ONLY	N		1100
1142063	2013	BLOOD-ARCHIVE-ONLY	N		750
1142063	2014	BLOOD-ARCHIVE-ONLY	N		750
1142063	2015	BLOOD-ARCHIVE-ONLY	N		750
1142063	2016	BLOOD-ARCHIVE-ONLY	N		750
1049432	2013	BLOOD-ONLY	N		1100
1049432	2014	BLOOD-ONLY	N		1100
1049432	2015	BLOOD-ONLY	N		1100
1049432	2016	BLOOD-ONLY	N		1100
1050355	2013	ASH-ALL	N		1500
1050355	2014	ASH-ALL	N		1500
1050355	2015	ASH-ALL	N		1500
1050355	2016	ASH-ALL	N		1500
122521	2013	BLOOD-ARCHIVE-ONLY	N		750
122521	2014	BLOOD-ARCHIVE-ONLY	N		750
122521	2015	BLOOD-ARCHIVE-ONLY	N		750
122521	2016	BLOOD-ARCHIVE-ONLY	N		750
1050625	2013	BLOOD-ARCHIVE-ONLY	N		750
1050625	2014	BLOOD-ARCHIVE-ONLY	N		750
1050625	2015	BLOOD-ARCHIVE-ONLY	N		750
1050625	2016	BLOOD-ARCHIVE-ONLY	N		750
1061623	2013	ASH-ALL	N		1500
1061623	2014	ASH-ALL	N		1500
1061623	2015	ASH-ALL	N		1500
1061623	2016	ASH-ALL	N		1500
237951	2013	BLOOD-ARCHIVE-ONLY	N		750
237951	2014	BLOOD-ARCHIVE-ONLY	N		750
237951	2015	BLOOD-ARCHIVE-ONLY	N		750
237951	2016	BLOOD-ARCHIVE-ONLY	N		750
1049366	2013	BLOOD-ARCHIVE-ONLY	N		750
1049366	2014	BLOOD-ARCHIVE-ONLY	N		750
1049366	2015	BLOOD-ARCHIVE-ONLY	N		750
1049366	2016	BLOOD-ARCHIVE-ONLY	N		750
410932	2013	BLOOD-ONLY	N		1100
410932	2014	BLOOD-ONLY	N		1100
410932	2015	BLOOD-ONLY	N		1100
410932	2016	BLOOD-ONLY	N		1100
1047353	2013	BLOOD-ARCHIVE-ONLY	N		750
1047353	2014	BLOOD-ARCHIVE-ONLY	N		750
1047353	2015	BLOOD-ARCHIVE-ONLY	N		750
1047353	2016	BLOOD-ARCHIVE-ONLY	N		750
1047610	2013	ASH-ALL	N		1500
1047610	2014	ASH-ALL	N		1500
1047610	2015	ASH-ALL	N		1500
1047610	2016	ASH-ALL	N		1500
1049771	2013	BLOOD-ONLY	N		1100
1049771	2014	BLOOD-ONLY	N		1100
1049771	2015	BLOOD-ONLY	N		1100
1049771	2016	BLOOD-ONLY	N		1100
1049435	2013	BLOOD-ONLY	N		1100
1049435	2014	BLOOD-ONLY	N		1100
1049435	2015	BLOOD-ONLY	N		1100
1049435	2016	BLOOD-ONLY	N		1100
1063773	2013	ASH-ALL	N		1500
1063773	2014	ASH-ALL	N		1500
1063773	2015	ASH-ALL	N		1500
1063773	2016	ASH-ALL	N		1500
1048620	2013	BLOOD-ONLY	N		1100
1048620	2014	BLOOD-ONLY	N		1100
1048620	2015	BLOOD-ONLY	N		1100
1048620	2016	BLOOD-ONLY	N		1100
1050956	2013	BLOOD-ONLY	N		1100
1050956	2014	BLOOD-ONLY	N		1100
1050956	2015	BLOOD-ONLY	N		1100
1050956	2016	BLOOD-ONLY	N		1100
1047197	2013	BLOOD-ONLY	N		1100
1047197	2014	BLOOD-ONLY	N		1100
1047197	2015	BLOOD-ONLY	N		1100
1047197	2016	BLOOD-ONLY	N		1100
1058902	2013	BLOOD-ARCHIVE-ONLY	N		750
1058902	2014	BLOOD-ARCHIVE-ONLY	N		750
1058902	2015	BLOOD-ARCHIVE-ONLY	N		750
1058902	2016	BLOOD-ARCHIVE-ONLY	N		750
1078925	2013	BLOOD-ONLY	N		1100
1078925	2014	BLOOD-ONLY	N		1100
1078925	2015	BLOOD-ONLY	N		1100
1078925	2016	BLOOD-ONLY	N		1100
1049526	2013	BLOOD-ONLY	N		1100
1049526	2014	BLOOD-ONLY	N		1100
1049526	2015	BLOOD-ONLY	N		1100
1049526	2016	BLOOD-ONLY	N		1100
1050845	2013	ASH-ALL	N		1500
1050845	2014	ASH-ALL	N		1500
1050845	2015	ASH-ALL	N		1500
1050845	2016	ASH-ALL	N		1500
518677	2013	BLOOD-ONLY	N		1100
518677	2014	BLOOD-ONLY	N		1100
518677	2015	BLOOD-ONLY	N		1100
518677	2016	BLOOD-ONLY	N		1100
444854	2013	BLOOD-ONLY	N		1100
444854	2014	BLOOD-ONLY	N		1100
444854	2015	BLOOD-ONLY	N		1100
444854	2016	BLOOD-ONLY	N		1100
1049236	2013	BLOOD-ARCHIVE-ONLY	N		750
1049236	2014	BLOOD-ARCHIVE-ONLY	N		750
1049236	2015	BLOOD-ARCHIVE-ONLY	N		750
1049236	2016	BLOOD-ARCHIVE-ONLY	N		750
1050595	2013	ASH-ALL	N		1500
1050595	2014	ASH-ALL	N		1500
1050595	2015	ASH-ALL	N		1500
1050595	2016	ASH-ALL	N		1500
1050656	2013	BLOOD-ONLY	N		1100
1050656	2014	BLOOD-ONLY	N		1100
1050656	2015	BLOOD-ONLY	N		1100
1050656	2016	BLOOD-ONLY	N		1100
1080432	2013	BLOOD-ONLY	N		1100
1080432	2014	BLOOD-ONLY	N		1100
1080432	2015	BLOOD-ONLY	N		1100
1080432	2016	ASH-ALL	N		1500
1050767	2013	ASH-ALL	N		1500
1050767	2014	ASH-ALL	N		1500
1050767	2015	ASH-ALL	N		1500
1050767	2016	ASH-ALL	N		1500
1304975	2014	BLOOD-ARCHIVE-ONLY	N		750
1304975	2015	BLOOD-ARCHIVE-ONLY	N		750
1304975	2016	BLOOD-ARCHIVE-ONLY	N		750
143144	2013	ASH-ALL	N		1500
143144	2014	ASH-ALL	N		1500
143144	2015	ASH-ALL	N		1500
143144	2016	ASH-ALL	N		1500
144307	2013	ASH-ALL	N		1500
144307	2014	ASH-ALL	N		1500
144307	2015	ASH-ALL	N		1500
