Membership No	Year	Bundle Name	On Trial	Trial Expiration Date	Amount
1048580	2013	BLOOD-ONLY	N		1100
1048580	2014	BLOOD-ONLY	N		1100
1048580	2015	BLOOD-ONLY	N		1100
1048580	2016	BLOOD-ONLY	N		1100
1049468	2013	ASH-ALL	N		1500
1049468	2014	ASH-ALL	N		1500
1049468	2015	ASH-ALL	N		1500
1049468	2016	ASH-ALL	N		1500
448505	2013	BLOOD-ARCHIVE-ONLY	N		750
448505	2014	BLOOD-ARCHIVE-ONLY	N		750
448505	2015	BLOOD-ARCHIVE-ONLY	N		750
448505	2016	BLOOD-ARCHIVE-ONLY	N		750
309941	2013	BLOOD-ARCHIVE-ONLY	N		750
309941	2014	BLOOD-ARCHIVE-ONLY	N		750
309941	2015	BLOOD-ARCHIVE-ONLY	N		750
309941	2016	BLOOD-ARCHIVE-ONLY	N		750
1049401	2013	ASH-ALL	N		1500
1049401	2014	ASH-ALL	N		1500
1049401	2015	ASH-ALL	N		1500
1049401	2016	ASH-ALL	N		1500
444730	2013	BLOOD-ONLY	N		1100
444730	2014	BLOOD-ONLY	N		1100
444730	2015	BLOOD-ONLY	N		1100
444730	2016	BLOOD-ONLY	N		1100
1049224	2013	ASH-ALL	N		1500
1049224	2014	ASH-ALL	N		1500
1049224	2015	ASH-ALL	N		1500
1049224	2016	ASH-ALL	N		1500
1057858	2013	BLOOD-ARCHIVE-ONLY	N		750
1057858	2014	BLOOD-ARCHIVE-ONLY	N		750
1057858	2015	BLOOD-ARCHIVE-ONLY	N		750
1057858	2016	BLOOD-ARCHIVE-ONLY	N		750
1115059	2013	ASH-ALL	N		1500
1115059	2014	ASH-ALL	N		1500
1115059	2015	ASH-ALL	N		1500
1115059	2016	ASH-ALL	N		1500
449791	2013	BLOOD-ARCHIVE-ONLY	N		750
449791	2014	BLOOD-ARCHIVE-ONLY	N		750
449791	2015	BLOOD-ARCHIVE-ONLY	N		750
449791	2016	BLOOD-ARCHIVE-ONLY	N		750
1047731	2013	BLOOD-ARCHIVE-ONLY	N		750
1047731	2014	BLOOD-ARCHIVE-ONLY	N		750
1047731	2015	BLOOD-ARCHIVE-ONLY	N		750
1047731	2016	BLOOD-ARCHIVE-ONLY	N		750
1050000	2013	BLOOD-ONLY	N		1100
1050000	2014	BLOOD-ONLY	N		1100
1050000	2015	BLOOD-ONLY	N		1100
1050000	2016	BLOOD-ONLY	N		1100
1048531	2013	BLOOD-ONLY	N		1100
1048531	2014	BLOOD-ONLY	N		1100
1048531	2015	BLOOD-ONLY	N		1100
1048531	2016	BLOOD-ONLY	N		1100
1046310	2013	ASH-ALL	N		1500
1046310	2014	ASH-ALL	N		1500
1046310	2015	ASH-ALL	N		1500
1046310	2016	ASH-ALL	N		1500
1058284	2013	BLOOD-ONLY	N		1100
1058284	2014	BLOOD-ONLY	N		1100
1058284	2015	BLOOD-ONLY	N		1100
1058284	2016	BLOOD-ONLY	N		1100
1051383	2013	BLOOD-ONLY	N		1100
1051383	2014	BLOOD-ONLY	N		1100
1051383	2015	BLOOD-ONLY	N		1100
1051383	2016	BLOOD-ONLY	N		1100
1050070	2013	BLOOD-ONLY	N		1100
1050070	2014	BLOOD-ONLY	N		1100
1050070	2015	BLOOD-ONLY	N		1100
1050070	2016	BLOOD-ONLY	N		1100
156270	2013	BLOOD-ONLY	N		1100
156270	2014	BLOOD-ONLY	N		1100
156270	2015	BLOOD-ONLY	N		1100
156270	2016	BLOOD-ONLY	N		1100
1056499	2013	BLOOD-ONLY	N		1100
1056499	2014	BLOOD-ONLY	N		1100
1056499	2015	BLOOD-ONLY	N		1100
1056499	2016	BLOOD-ONLY	N		1100
1028101	2013	BLOOD-ONLY	N		1100
1028101	2014	BLOOD-ONLY	N		1100
1028101	2015	BLOOD-ONLY	N		1100
1028101	2016	BLOOD-ONLY	N		1100
124478	2013	BLOOD-ONLY	N		1100
124478	2014	BLOOD-ONLY	N		1100
124478	2015	BLOOD-ONLY	N		1100
124478	2016	BLOOD-ONLY	N		1100
1049127	2013	ASH-ALL	N		1500
1049127	2014	ASH-ALL	N		1500
1049127	2015	ASH-ALL	N		1500
1049127	2016	ASH-ALL	N		1500
1050724	2013	BLOOD-ONLY	N		1100
1050724	2014	BLOOD-ONLY	N		1100
1050724	2015	BLOOD-ONLY	N		1100
1050724	2016	BLOOD-ONLY	N		1100
1107158	2013	ASH-ALL	N		1500
1107158	2014	ASH-ALL	N		1500
1107158	2015	ASH-ALL	N		1500
1107158	2016	ASH-ALL	N		1500
370973	2013	BLOOD-ONLY	N		1100
370973	2014	BLOOD-ONLY	N		1100
370973	2015	BLOOD-ONLY	N		1100
370973	2016	BLOOD-ONLY	N		1100
1055782	2013	BLOOD-ONLY	N		1100
1055782	2014	BLOOD-ONLY	N		1100
1055782	2015	BLOOD-ONLY	N		1100
1055782	2016	BLOOD-ONLY	N		1100
525366	2013	BLOOD-ONLY	N		1100
525366	2014	BLOOD-ONLY	N		1100
525366	2015	BLOOD-ONLY	N		1100
525366	2016	BLOOD-ONLY	N		1100
1061382	2013	ASH-ALL	N		1500
1061382	2014	ASH-ALL	N		1500
1061382	2015	ASH-ALL	N		1500
1061382	2016	ASH-ALL	N		1500
1222969	2014	ASH-ALL	N		1500
1222969	2015	ASH-ALL	N		1500
1222969	2016	ASH-ALL	N		1500
1051415	2013	BLOOD-ARCHIVE-ONLY	N		750
1051415	2014	BLOOD-ARCHIVE-ONLY	N		750
1051415	2015	BLOOD-ARCHIVE-ONLY	N		750
1051415	2016	BLOOD-ARCHIVE-ONLY	N		750
1050692	2013	BLOOD-ARCHIVE-ONLY	N		750
1050692	2014	BLOOD-ARCHIVE-ONLY	N		750
1050692	2015	BLOOD-ARCHIVE-ONLY	N		750
1050692	2016	BLOOD-ARCHIVE-ONLY	N		750
1048748	2013	BLOOD-ONLY	N		1100
1048748	2014	BLOOD-ONLY	N		1100
1048748	2015	BLOOD-ONLY	N		1100
1048748	2016	BLOOD-ONLY	N		1100
152939	2013	BLOOD-ONLY	N		1100
152939	2014	BLOOD-ONLY	N		1100
152939	2015	BLOOD-ONLY	N		1100
152939	2016	BLOOD-ONLY	N		1100
1055700	2014	BLOOD-ARCHIVE-ONLY	N		750
1055700	2015	BLOOD-ARCHIVE-ONLY	N		750
1055700	2016	BLOOD-ARCHIVE-ONLY	N		750
304618	2013	BLOOD-ONLY	N		1100
304618	2014	BLOOD-ONLY	N		1100
304618	2015	BLOOD-ONLY	N		1100
304618	2016	BLOOD-ONLY	N		1100
460861	2013	BLOOD-ARCHIVE-ONLY	N		750
460861	2014	BLOOD-ARCHIVE-ONLY	N		750
460861	2015	BLOOD-ARCHIVE-ONLY	N		750
460861	2016	BLOOD-ARCHIVE-ONLY	N		750
1049528	2013	BLOOD-ARCHIVE-ONLY	N		750
1049528	2014	BLOOD-ARCHIVE-ONLY	N		750
1049528	2015	BLOOD-ARCHIVE-ONLY	N		750
1049528	2016	BLOOD-ARCHIVE-ONLY	N		750
1051654	2013	BLOOD-ONLY	N		1100
1051654	2014	BLOOD-ONLY	N		1100
1051654	2015	BLOOD-ONLY	N		1100
1051654	2016	BLOOD-ONLY	N		1100
1050103	2013	BLOOD-ONLY	N		1100
1050103	2014	BLOOD-ONLY	N		1100
1050103	2015	BLOOD-ONLY	N		1100
1050103	2016	BLOOD-ONLY	N		1100
1048837	2013	ASH-ALL	N		1500
1048837	2014	ASH-ALL	N		1500
1048837	2015	ASH-ALL	N		1500
1048837	2016	ASH-ALL	N		1500
1049364	2013	BLOOD-ARCHIVE-ONLY	N		750
1049364	2014	BLOOD-ARCHIVE-ONLY	N		750
1049364	2015	BLOOD-ARCHIVE-ONLY	N		750
1049364	2016	BLOOD-ARCHIVE-ONLY	N		750
1050674	2013	BLOOD-ARCHIVE-ONLY	N		750
1050674	2014	BLOOD-ARCHIVE-ONLY	N		750
1050674	2015	BLOOD-ARCHIVE-ONLY	N		750
1050674	2016	BLOOD-ARCHIVE-ONLY	N		750
1076657	2013	BLOOD-ONLY	N		1100
1076657	2014	BLOOD-ONLY	N		1100
1076657	2015	BLOOD-ONLY	N		1100
1076657	2016	BLOOD-ONLY	N		1100
1049507	2013	ASH-ALL	N		1500
1049507	2014	ASH-ALL	N		1500
1049507	2015	ASH-ALL	N		1500
1049507	2016	ASH-ALL	N		1500
1050025	2013	ASH-ALL	N		1500
1050025	2014	ASH-ALL	N		1500
1050025	2015	ASH-ALL	N		1500
1050025	2016	ASH-ALL	N		1500
123828	2013	BLOOD-ONLY	N		1100
123828	2014	BLOOD-ONLY	N		1100
123828	2015	BLOOD-ONLY	N		1100
123828	2016	BLOOD-ONLY	N		1100
1049389	2015	BLOOD-ONLY	N		1100
1049389	2016	BLOOD-ONLY	N		1100
1049249	2013	ASH-ALL	N		1500
1049249	2014	ASH-ALL	N		1500
1049249	2015	ASH-ALL	N		1500
1049249	2016	ASH-ALL	N		1500
1051160	2013	ASH-ALL	N		1500
1051160	2014	ASH-ALL	N		1500
1051160	2015	ASH-ALL	N		1500
1051160	2016	ASH-ALL	N		1500
1046324	2013	BLOOD-ONLY	N		1100
1046324	2014	BLOOD-ONLY	N		1100
1046324	2015	BLOOD-ONLY	N		1100
1046324	2016	BLOOD-ONLY	N		1100
450890	2013	BLOOD-ONLY	N		1100
450890	2014	BLOOD-ONLY	N		1100
450890	2015	BLOOD-ONLY	N		1100
450890	2016	BLOOD-ONLY	N		1100
159337	2013	BLOOD-ARCHIVE-ONLY	N		750
159337	2014	BLOOD-ARCHIVE-ONLY	N		750
159337	2015	BLOOD-ARCHIVE-ONLY	N		750
159337	2016	ASH-ALL	N		1500
1050768	2013	BLOOD-ARCHIVE-ONLY	N		750
1050768	2014	BLOOD-ARCHIVE-ONLY	N		750
1050768	2015	BLOOD-ARCHIVE-ONLY	N		750
1050768	2016	BLOOD-ARCHIVE-ONLY	N		750
1050756	2013	BLOOD-ONLY	N		1100
1050756	2014	BLOOD-ONLY	N		1100
1050756	2015	BLOOD-ONLY	N		1100
1050756	2016	BLOOD-ONLY	N		1100
155961	2013	BLOOD-ONLY	N		1100
155961	2014	BLOOD-ONLY	N		1100
155961	2015	BLOOD-ONLY	N		1100
155961	2016	BLOOD-ONLY	N		1100
1049429	2013	BLOOD-ONLY	N		1100
1049429	2014	BLOOD-ONLY	N		1100
1049429	2015	BLOOD-ONLY	N		1100
1049429	2016	BLOOD-ONLY	N		1100
155391	2013	BLOOD-ARCHIVE-ONLY	N		750
155391	2014	BLOOD-ARCHIVE-ONLY	N		750
155391	2015	BLOOD-ARCHIVE-ONLY	N		750
155391	2016	BLOOD-ARCHIVE-ONLY	N		750
1051509	2013	ASH-ALL	N		1500
1051509	2014	ASH-ALL	N		1500
1051509	2015	ASH-ALL	N		1500
1051509	2016	ASH-ALL	N		1500
1050799	2013	BLOOD-ARCHIVE-ONLY	N		750
1050799	2014	BLOOD-ARCHIVE-ONLY	N		750
1050799	2015	BLOOD-ARCHIVE-ONLY	N		750
1050799	2016	BLOOD-ARCHIVE-ONLY	N		750
1293147	2014	BLOOD-ONLY	N		1100
1293147	2015	BLOOD-ONLY	N		1100
1293147	2016	BLOOD-ONLY	N		1100
385063	2013	ASH-ALL	N		1500
385063	2014	ASH-ALL	N		1500
385063	2015	ASH-ALL	N		1500
385063	2016	ASH-ALL	N		1500
1047723	2013	BLOOD-ONLY	N		1100
1047723	2014	BLOOD-ONLY	N		1100
1047723	2015	BLOOD-ONLY	N		1100
1047723	2016	BLOOD-ONLY	N		1100
1066853	2013	ASH-ALL	N		1500
1066853	2014	ASH-ALL	N		1500
1066853	2015	ASH-ALL	N		1500
1066853	2016	ASH-ALL	N		1500
1050472	2013	ASH-ALL	N		1500
1050472	2014	ASH-ALL	N		1500
1050472	2015	ASH-ALL	N		1500
1050472	2016	ASH-ALL	N		1500
1049807	2013	BLOOD-ARCHIVE-ONLY	N		750
1049807	2014	BLOOD-ARCHIVE-ONLY	N		750
1049807	2015	BLOOD-ARCHIVE-ONLY	N		750
1049807	2016	BLOOD-ARCHIVE-ONLY	N		750
1087837	2013	ASH-ALL	N		1500
1087837	2014	ASH-ALL	N		1500
1087837	2015	ASH-ALL	N		1500
1087837	2016	ASH-ALL	N		1500
1051103	2013	ASH-ALL	N		1500
1051103	2014	ASH-ALL	N		1500
1051103	2015	ASH-ALL	N		1500
1051103	2016	ASH-ALL	N		1500
444810	2013	BLOOD-ARCHIVE-ONLY	N		750
444810	2014	BLOOD-ARCHIVE-ONLY	N		750
444810	2015	BLOOD-ARCHIVE-ONLY	N		750
444810	2016	BLOOD-ARCHIVE-ONLY	N		750
140576	2013	BLOOD-ARCHIVE-ONLY	N		750
140576	2014	BLOOD-ARCHIVE-ONLY	N		750
140576	2015	BLOOD-ARCHIVE-ONLY	N		750
140576	2016	BLOOD-ARCHIVE-ONLY	N		750
417476	2013	BLOOD-ARCHIVE-ONLY	N		750
417476	2014	BLOOD-ARCHIVE-ONLY	N		750
417476	2015	BLOOD-ARCHIVE-ONLY	N		750
417476	2016	BLOOD-ARCHIVE-ONLY	N		750
1109757	2013	ASH-ALL	N		1500
1109757	2014	ASH-ALL	N		1500
1109757	2015	ASH-ALL	N		1500
1109757	2016	ASH-ALL	N		1500
450802	2013	BLOOD-ARCHIVE-ONLY	N		750
450802	2014	BLOOD-ARCHIVE-ONLY	N		750
450802	2015	BLOOD-ARCHIVE-ONLY	N		750
450802	2016	BLOOD-ARCHIVE-ONLY	N		750
1068245	2013	BLOOD-ONLY	N		1100
1068245	2014	BLOOD-ONLY	N		1100
1068245	2015	BLOOD-ONLY	N		1100
1068245	2016	BLOOD-ONLY	N		1100
1047222	2013	ASH-ALL	N		1500
1047222	2014	ASH-ALL	N		1500
1047222	2015	ASH-ALL	N		1500
1047222	2016	ASH-ALL	N		1500
CINFO104	2013	BLOOD-ARCHIVE-ONLY	N		750
CINFO104	2014	BLOOD-ARCHIVE-ONLY	N		750
CINFO104	2015	BLOOD-ARCHIVE-ONLY	N		750
CINFO104	2016	BLOOD-ARCHIVE-ONLY	N		750
1050676	2013	ASH-ALL	N		1500
1050676	2014	ASH-ALL	N		1500
1050676	2015	ASH-ALL	N		1500
1050676	2016	ASH-ALL	N		1500
449621	2013	BLOOD-ONLY	N		1100
449621	2014	BLOOD-ONLY	N		1100
449621	2015	BLOOD-ONLY	N		1100
449621	2016	BLOOD-ONLY	N		1100
1050515	2013	BLOOD-ARCHIVE-ONLY	N		750
1050515	2014	BLOOD-ARCHIVE-ONLY	N		750
1050515	2015	BLOOD-ARCHIVE-ONLY	N		750
1050515	2016	BLOOD-ARCHIVE-ONLY	N		750
1050703	2013	ASH-ALL	N		1500
1050703	2014	ASH-ALL	N		1500
1050703	2015	ASH-ALL	N		1500
1050703	2016	ASH-ALL	N		1500
1052666	2013	ASH-ALL	N		1500
1052666	2014	ASH-ALL	N		1500
1052666	2015	ASH-ALL	N		1500
1052666	2016	ASH-ALL	N		1500
442189	2013	ASH-ALL	N		1500
442189	2014	ASH-ALL	N		1500
442189	2015	ASH-ALL	N		1500
442189	2016	ASH-ALL	N		1500
135689	2013	ASH-ALL	N		1500
135689	2014	ASH-ALL	N		1500
135689	2015	ASH-ALL	N		1500
135689	2016	ASH-ALL	N		1500
147939	2013	BLOOD-ARCHIVE-ONLY	N		750
147939	2014	BLOOD-ARCHIVE-ONLY	N		750
147939	2015	BLOOD-ARCHIVE-ONLY	N		750
147939	2016	BLOOD-ARCHIVE-ONLY	N		750
1052186	2013	ASH-ALL	N		1500
1052186	2014	ASH-ALL	N		1500
1052186	2015	ASH-ALL	N		1500
1052186	2016	ASH-ALL	N		1500
1051451	2013	ASH-ALL	N		1500
1051451	2014	ASH-ALL	N		1500
1051451	2015	ASH-ALL	N		1500
1051451	2016	ASH-ALL	N		1500
1046320	2013	BLOOD-ARCHIVE-ONLY	N		750
1046320	2014	BLOOD-ARCHIVE-ONLY	N		750
1046320	2015	BLOOD-ARCHIVE-ONLY	N		750
1046320	2016	BLOOD-ARCHIVE-ONLY	N		750
1051890	2013	ASH-ALL	N		1500
1051890	2014	ASH-ALL	N		1500
1051890	2015	ASH-ALL	N		1500
1051890	2016	ASH-ALL	N		1500
400597	2013	BLOOD-ARCHIVE-ONLY	N		750
400597	2014	BLOOD-ARCHIVE-ONLY	N		750
400597	2015	BLOOD-ARCHIVE-ONLY	N		750
400597	2016	BLOOD-ARCHIVE-ONLY	N		750
1052083	2013	BLOOD-ONLY	N		1100
1052083	2014	BLOOD-ONLY	N		1100
1052083	2015	BLOOD-ONLY	N		1100
1052083	2016	BLOOD-ONLY	N		1100
1057100	2013	ASH-ALL	N		1500
1057100	2014	ASH-ALL	N		1500
1057100	2015	ASH-ALL	N		1500
1057100	2016	ASH-ALL	N		1500
1050710	2013	ASH-ALL	N		1500
1050710	2014	ASH-ALL	N		1500
1050710	2015	ASH-ALL	N		1500
1050710	2016	ASH-ALL	N		1500
1047770	2013	ASH-ALL	N		1500
1047770	2014	ASH-ALL	N		1500
1047770	2015	ASH-ALL	N		1500
1047770	2016	ASH-ALL	N		1500
160824	2013	ASH-ALL	N		1500
160824	2014	ASH-ALL	N		1500
160824	2015	ASH-ALL	N		1500
160824	2016	ASH-ALL	N		1500
1061386	2013	ASH-ALL	N		1500
1061386	2014	ASH-ALL	N		1500
1061386	2015	ASH-ALL	N		1500
1061386	2016	ASH-ALL	N		1500
1047656	2013	ASH-ALL	N		1500
1047656	2014	ASH-ALL	N		1500
1047656	2015	ASH-ALL	N		1500
1047656	2016	ASH-ALL	N		1500
305938	2013	BLOOD-ARCHIVE-ONLY	N		750
305938	2014	BLOOD-ARCHIVE-ONLY	N		750
305938	2015	BLOOD-ARCHIVE-ONLY	N		750
305938	2016	BLOOD-ARCHIVE-ONLY	N		750
1052201	2013	BLOOD-ONLY	N		1100
1052201	2014	BLOOD-ONLY	N		1100
1052201	2015	BLOOD-ONLY	N		1100
1052201	2016	BLOOD-ONLY	N		1100
1047547	2013	BLOOD-ARCHIVE-ONLY	N		750
1047547	2014	BLOOD-ARCHIVE-ONLY	N		750
1047547	2015	BLOOD-ARCHIVE-ONLY	N		750
1047547	2016	BLOOD-ARCHIVE-ONLY	N		750
1050377	2013	ASH-ALL	N		1500
1050377	2014	ASH-ALL	N		1500
1050377	2015	ASH-ALL	N		1500
1050377	2016	ASH-ALL	N		1500
362614	2013	BLOOD-ONLY	N		1100
362614	2014	BLOOD-ONLY	N		1100
362614	2015	BLOOD-ONLY	N		1100
362614	2016	BLOOD-ONLY	N		1100
1048899	2013	BLOOD-ONLY	N		1100
1048899	2014	BLOOD-ONLY	N		1100
1048899	2015	BLOOD-ONLY	N		1100
1048899	2016	BLOOD-ONLY	N		1100
150376	2013	BLOOD-ONLY	N		1100
150376	2014	BLOOD-ONLY	N		1100
150376	2015	BLOOD-ONLY	N		1100
150376	2016	ASH-ALL	N		1500
1049775	2013	BLOOD-ARCHIVE-ONLY	N		750
1049775	2014	BLOOD-ARCHIVE-ONLY	N		750
1049775	2015	BLOOD-ARCHIVE-ONLY	N		750
1049775	2016	BLOOD-ARCHIVE-ONLY	N		750
1051713	2013	BLOOD-ONLY	N		1100
1051713	2014	BLOOD-ONLY	N		1100
1051713	2015	BLOOD-ONLY	N		1100
1051713	2016	BLOOD-ONLY	N		1100
1050937	2013	ASH-ALL	N		1500
1050937	2014	ASH-ALL	N		1500
1050937	2015	ASH-ALL	N		1500
1050937	2016	ASH-ALL	N		1500
1056805	2013	BLOOD-ARCHIVE-ONLY	N		750
1056805	2014	BLOOD-ARCHIVE-ONLY	N		750
1056805	2015	BLOOD-ARCHIVE-ONLY	N		750
1056805	2016	BLOOD-ARCHIVE-ONLY	N		750
1050227	2013	ASH-ALL	N		1500
1050227	2014	ASH-ALL	N		1500
1050227	2015	ASH-ALL	N		1500
1050227	2016	ASH-ALL	N		1500
1046313	2013	BLOOD-ONLY	N		1100
1046313	2014	BLOOD-ONLY	N		1100
1046313	2015	BLOOD-ONLY	N		1100
1046313	2016	BLOOD-ONLY	N		1100
1046115	2013	BLOOD-ONLY	N		1100
1046115	2014	BLOOD-ONLY	N		1100
1046115	2015	BLOOD-ONLY	N		1100
1046115	2016	BLOOD-ONLY	N		1100
1047757	2015	BLOOD-ONLY	N		1100
1047757	2016	BLOOD-ONLY	N		1100
1047629	2013	ASH-ALL	N		1500
1047629	2014	ASH-ALL	N		1500
1047629	2015	ASH-ALL	N		1500
1047629	2016	ASH-ALL	N		1500
1047732	2013	BLOOD-ARCHIVE-ONLY	N		750
1047732	2014	BLOOD-ARCHIVE-ONLY	N		750
1047732	2015	BLOOD-ARCHIVE-ONLY	N		750
1047732	2016	BLOOD-ARCHIVE-ONLY	N		750
1050364	2013	BLOOD-ONLY	N		1100
1050364	2014	BLOOD-ONLY	N		1100
1050364	2015	BLOOD-ONLY	N		1100
1050364	2016	BLOOD-ONLY	N		1100
148443	2013	ASH-ALL	N		1500
148443	2014	ASH-ALL	N		1500
148443	2015	ASH-ALL	N		1500
148443	2016	ASH-ALL	N		1500
134595	2013	BLOOD-ONLY	N		1100
134595	2014	BLOOD-ONLY	N		1100
134595	2015	BLOOD-ONLY	N		1100
134595	2016	BLOOD-ONLY	N		1100
1047307	2013	BLOOD-ONLY	N		1100
1047307	2014	BLOOD-ONLY	N		1100
1047307	2015	BLOOD-ONLY	N		1100
1047307	2016	BLOOD-ONLY	N		1100
453913	2013	BLOOD-ONLY	N		1100
453913	2014	BLOOD-ONLY	N		1100
453913	2015	BLOOD-ONLY	N		1100
453913	2016	BLOOD-ONLY	N		1100
1049488	2013	BLOOD-ARCHIVE-ONLY	N		750
1049488	2014	BLOOD-ARCHIVE-ONLY	N		750
1049488	2015	BLOOD-ARCHIVE-ONLY	N		750
1049488	2016	BLOOD-ARCHIVE-ONLY	N		750
1048616	2013	BLOOD-ONLY	N		1100
1048616	2014	BLOOD-ONLY	N		1100
1048616	2015	BLOOD-ONLY	N		1100
1048616	2016	BLOOD-ONLY	N		1100
1050504	2013	BLOOD-ONLY	N		1100
1050504	2014	BLOOD-ONLY	N		1100
1050504	2015	BLOOD-ONLY	N		1100
1050504	2016	BLOOD-ONLY	N		1100
1056497	2013	BLOOD-ONLY	N		1100
1056497	2014	BLOOD-ONLY	N		1100
1056497	2015	BLOOD-ONLY	N		1100
1056497	2016	BLOOD-ONLY	N		1100
1051370	2013	BLOOD-ONLY	N		1100
1051370	2014	BLOOD-ONLY	N		1100
1051370	2015	BLOOD-ONLY	N		1100
1051370	2016	BLOOD-ONLY	N		1100
137935	2013	BLOOD-ARCHIVE-ONLY	N		750
137935	2014	BLOOD-ARCHIVE-ONLY	N		750
137935	2015	BLOOD-ARCHIVE-ONLY	N		750
137935	2016	BLOOD-ARCHIVE-ONLY	N		750
1050601	2013	ASH-ALL	N		1500
1050601	2014	ASH-ALL	N		1500
1050601	2015	ASH-ALL	N		1500
1050601	2016	ASH-ALL	N		1500
372480	2013	BLOOD-ONLY	N		1100
372480	2014	BLOOD-ONLY	N		1100
372480	2015	BLOOD-ONLY	N		1100
372480	2016	BLOOD-ONLY	N		1100
1050952	2014	ASH-ALL	N		1500
1050952	2015	ASH-ALL	N		1500
1050952	2016	ASH-ALL	N		1500
1050771	2013	BLOOD-ONLY	N		1100
1050771	2014	BLOOD-ONLY	N		1100
1050771	2015	BLOOD-ONLY	N		1100
1050771	2016	BLOOD-ONLY	N		1100
1047645	2014	BLOOD-ONLY	N		1100
1047645	2015	BLOOD-ONLY	N		1100
1047645	2016	BLOOD-ONLY	N		1100
446565	2013	BLOOD-ONLY	N		1100
446565	2014	BLOOD-ONLY	N		1100
446565	2015	BLOOD-ONLY	N		1100
446565	2016	BLOOD-ONLY	N		1100
1300365	2014	BLOOD-ONLY	N		1100
1300365	2015	BLOOD-ONLY	N		1100
1300365	2016	BLOOD-ONLY	N		1100
157353	2013	BLOOD-ARCHIVE-ONLY	N		750
157353	2014	BLOOD-ARCHIVE-ONLY	N		750
157353	2015	BLOOD-ARCHIVE-ONLY	N		750
157353	2016	BLOOD-ARCHIVE-ONLY	N		750
1048642	2013	BLOOD-ONLY	N		1100
1048642	2014	BLOOD-ONLY	N		1100
1048642	2015	BLOOD-ONLY	N		1100
1048642	2016	BLOOD-ONLY	N		1100
503567	2013	BLOOD-ARCHIVE-ONLY	N		750
503567	2014	BLOOD-ARCHIVE-ONLY	N		750
503567	2015	BLOOD-ARCHIVE-ONLY	N		750
503567	2016	BLOOD-ARCHIVE-ONLY	N		750
1050658	2013	BLOOD-ARCHIVE-ONLY	N		750
1050658	2014	BLOOD-ARCHIVE-ONLY	N		750
1050658	2015	BLOOD-ARCHIVE-ONLY	N		750
1050658	2016	BLOOD-ARCHIVE-ONLY	N		750
1050011	2013	ASH-ALL	N		1500
1050011	2014	ASH-ALL	N		1500
1050011	2015	ASH-ALL	N		1500
1050011	2016	ASH-ALL	N		1500
1050584	2013	ASH-ALL	N		1500
1050584	2014	ASH-ALL	N		1500
1050584	2015	ASH-ALL	N		1500
1050584	2016	ASH-ALL	N		1500
125288	2013	BLOOD-ONLY	N		1100
125288	2014	BLOOD-ONLY	N		1100
125288	2015	BLOOD-ONLY	N		1100
125288	2016	BLOOD-ONLY	N		1100
1047659	2013	ASH-ALL	N		1500
1047659	2014	ASH-ALL	N		1500
1047659	2015	ASH-ALL	N		1500
1047659	2016	ASH-ALL	N		1500
1050927	2013	ASH-ALL	N		1500
1050927	2014	ASH-ALL	N		1500
1050927	2015	ASH-ALL	N		1500
1050927	2016	ASH-ALL	N		1500
1048251	2013	ASH-ALL	N		1500
1048251	2014	ASH-ALL	N		1500
1048251	2015	ASH-ALL	N		1500
1048251	2016	ASH-ALL	N		1500
1047648	2013	BLOOD-ARCHIVE-ONLY	N		750
1047648	2014	BLOOD-ARCHIVE-ONLY	N		750
1047648	2015	BLOOD-ARCHIVE-ONLY	N		750
1047648	2016	BLOOD-ARCHIVE-ONLY	N		750
1060510	2013	BLOOD-ARCHIVE-ONLY	N		750
1060510	2014	BLOOD-ARCHIVE-ONLY	N		750
1060510	2015	BLOOD-ARCHIVE-ONLY	N		750
1060510	2016	BLOOD-ARCHIVE-ONLY	N		750
1051808	2013	BLOOD-ONLY	N		1100
1051808	2014	BLOOD-ONLY	N		1100
1051808	2015	BLOOD-ONLY	N		1100
1051808	2016	BLOOD-ONLY	N		1100
1046264	2013	ASH-ALL	N		1500
1046264	2014	ASH-ALL	N		1500
1046264	2015	ASH-ALL	N		1500
1046264	2016	ASH-ALL	N		1500
507794	2013	BLOOD-ARCHIVE-ONLY	N		750
507794	2014	BLOOD-ARCHIVE-ONLY	N		750
507794	2015	BLOOD-ARCHIVE-ONLY	N		750
507794	2016	BLOOD-ARCHIVE-ONLY	N		750
1051677	2013	ASH-ALL	N		1500
1051677	2014	ASH-ALL	N		1500
1051677	2015	ASH-ALL	N		1500
1051677	2016	ASH-ALL	N		1500
1130806	2013	BLOOD-ARCHIVE-ONLY	N		750
1130806	2014	BLOOD-ARCHIVE-ONLY	N		750
1130806	2015	BLOOD-ARCHIVE-ONLY	N		750
1130806	2016	BLOOD-ARCHIVE-ONLY	N		750
1047215	2013	BLOOD-ARCHIVE-ONLY	N		750
1047215	2014	BLOOD-ARCHIVE-ONLY	N		750
1047215	2015	BLOOD-ARCHIVE-ONLY	N		750
1047215	2016	BLOOD-ARCHIVE-ONLY	N		750
1050960	2013	BLOOD-ARCHIVE-ONLY	N		750
1050960	2014	BLOOD-ARCHIVE-ONLY	N		750
1050960	2015	BLOOD-ARCHIVE-ONLY	N		750
1050960	2016	BLOOD-ARCHIVE-ONLY	N		750
1083999	2013	BLOOD-ARCHIVE-ONLY	N		750
1083999	2014	BLOOD-ARCHIVE-ONLY	N		750
